years,value,prev_return,exp_return,Sector,Name,period,revenueGrowth,grossProfitGrowth,ebitgrowth,operatingIncomeGrowth,netIncomeGrowth,epsgrowth,epsdilutedGrowth,weightedAverageSharesGrowth,weightedAverageSharesDilutedGrowth,dividendsperShareGrowth,operatingCashFlowGrowth,freeCashFlowGrowth,tenYRevenueGrowthPerShare,fiveYRevenueGrowthPerShare,threeYRevenueGrowthPerShare,tenYOperatingCFGrowthPerShare,fiveYOperatingCFGrowthPerShare,threeYOperatingCFGrowthPerShare,tenYNetIncomeGrowthPerShare,fiveYNetIncomeGrowthPerShare,threeYNetIncomeGrowthPerShare,tenYShareholdersEquityGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,threeYShareholdersEquityGrowthPerShare,tenYDividendperShareGrowthPerShare,fiveYDividendperShareGrowthPerShare,threeYDividendperShareGrowthPerShare,receivablesGrowth,inventoryGrowth,assetGrowth,bookValueperShareGrowth,debtGrowth,rdexpenseGrowth,sgaexpensesGrowth
2019,66.9173688386616,0.460222141025203,0.5593560017093184,Technology,CDNS,FY,0.0927478763081016,0.10146838541458807,0.2412539846394201,0.2412539846394201,1.8601642098809348,1.8730158730158732,1.8699186991869918,-0.0017900916599994886,-0.0022372876533022223,0,0.20644695089383897,0.2057016316673048,1.5851182546471858,0.5324910530131213,0.33948879275431143,25.848963441074314,1.388831906908279,0.7075976795896978,7.225573522115209,5.454277531850662,4.0704875491816095,17.30653657915087,0.6352315554283511,1.9518259988613964,0,0,0,0.02512437643478905,0.9814643846317733,0.3599414903830184,0.6351005033900861,-0.22293736006341922,0.0577769841413356,0.08446363913972865
2021,163.01349945068358,0.5622100886487922,0.02464213918669178,Technology,CDNS,FY,0.14834104418103863,0.14852011776061588,0.3126418270990411,0.3126418270990411,-0.4027739719448037,-0.4033149171270718,-0.40226628895184136,0.0017896420349950044,-0.0031156979127675882,0.9087463018872851,0.2402987938596491,0.23681707493950335,1.7309593645330423,0.6585197949708741,0.3725482005492947,3.3292514946521883,1.5176191205554856,0.9108850950895157,3.44704521189706,1.4621108492512205,1.8766378685535898,7.5852940498933785,0.906211527186009,1.5052147364554238,0,0,0,0.1114478600933849,0.3611698505429913,0.17680078040643687,0.18339981026787636,0.0022368713856753533,0.10448769042393834,0.07949745687303995
2022,167.03050079345704,0.02464213918669178,,Technology,CDNS,FY,0.11381491085549134,0.12780596224519883,0.20685707735395445,0.20685707735395445,0.1782986028809232,0.17592592592592587,0.1848341232227489,-0.0008183306055646482,-0.0028000185952703643,-1,0.2166330357754591,0.27646650018701185,1.507512313832786,0.7115989230681953,0.39881736486407776,3.419810232817323,1.5742486115961263,0.8220122180623075,8.296770272546969,2.5646985955245145,1.014383641199389,5.431924121485514,2.8433498141969937,1.1289409397172188,0,0,0,-0.0026323019791011175,0.5235267786613302,0.1102348014381952,0.10024059796985627,0.0022924338149847316,0.09726408779064594,0.11685311193423611
2018,47.644736440558184,0.9294249128041785,-0.13987295062683125,Consumer Cyclical,CZR,FY,0.39531823462983473,0.500777080039244,2.2687495388377656,2.2687495388377656,0.28800378685420613,0.11818181818181807,0.11926605504587146,0.153803484580604,0.14946940371656303,0,1.4821676737740035,2.764314304672617,-0.6723709100287771,3.983749702926064,0.7166080353988639,-0.023955082227964428,7.230035066163204,2.425544721388759,1.0295721258570325,2.019668208223552,-0.4987621279942848,0.8894253845692095,7.159382488667881,1.2850377314012493,0,-1,0,0.6556689834926152,0.22080616478956727,0.6668570906523441,-0.056246907910461844,0.927487668894933,0,0.41774584531506187
2019,40.9805265727796,-0.13987295062683125,0.300617743535861,Consumer Cyclical,CZR,FY,0.22968890670119313,0.34154325954728787,0.3220542851891146,0.3220542851891146,-0.14946185751036908,-0.1544715447154471,-0.15573770491803274,0.006985614126056163,0.009170665973822037,0,-0.033265280871071515,-0.19392716003752877,-0.5451127102566982,1.6786789606026025,0.7073789266990035,1.2744911385919562,2.536328191743467,0.9314381198489973,-0.8432254892852719,3.152640720263965,0.9693124542846008,0.04097439624329162,1.8267212359493377,1.257308911333854,0,-1,0,-0.24298476917627612,-0.10759893177955815,-0.0458277495482505,0.07807723079591436,-0.11451000457175885,0,0.3378424374640469
2020,53.3,0.300617743535861,1.0178048811978742,Consumer Cyclical,CZR,FY,0.37407351886621926,0.27114223977348934,-0.4585009256707149,-0.4585009256707149,-22.703435760052344,-13.999999999999998,-14.126213592233007,0.6666666666666666,0.6455696202531646,0,-2.827047989607265,-6.424661399548532,-0.6906834309149286,0.728241185047822,0.21751587578368933,-3.545892631958206,-4.605079918078924,-3.2640422341895174,-0.6110524854207163,-6.513078117920019,-13.27822428767608,1.3391775401573318,5.635886409158457,1.7407154951256802,0,0,0,5.619876960402045,1.3940366722890256,5.450608654860614,1.6937401153002396,6.204617889345501,0,0.602392429923228
2021,107.54900016784669,1.0178048811978742,-0.6086946427613819,Consumer Cyclical,CZR,FY,1.7547495682210708,1.8856975381008205,5.576576576576577,5.576576576576577,0.4391353811149033,0.6545857988165681,0.6545857988165681,0.6230769230769231,0.6230769230769231,0,3.052539404553415,1.4421326397919376,-0.33822443333479013,1.389099062533917,0.7087409600604911,4.527968122679385,1.6775303618206783,0.33087619002381974,0.19431279620853084,-9.86162380384398,-4.800749175561475,1.6355793803564622,2.346016460568019,0.5980374426799954,0,0,0,0.2356020942408377,-0.045454545454545456,0.04523842242682424,-0.4497229717983023,-0.024766077528590523,0,0.9415041782729805
2022,42.08449993133545,-0.6086946427613819,,Consumer Cyclical,CZR,FY,0.13072100313479623,0.10095470241722528,0.1910958904109589,0.1910958904109589,0.4685598377281947,0.4753747323340471,0.4753747323340471,0.014218009478672985,0.014218009478672985,0,-0.1680887372013652,-0.9647058823529412,8.212623423846487,1.3037841965430637,0.5600135919121564,6.454518276124965,1.3484569879332973,0.13710165482456144,-113.67551499948134,-3.2231950030208885,-3.3578802015482214,2.9545230652390893,0.2324262941225599,0.21130272497566,-1,0,0,0.2944915254237288,0.40476190476190477,-0.11842970208514107,-0.18282397363150857,-0.031905577765086617,0,0.1257771401243424
2018,81.31574128803454,0.045334353914986636,0.20837121860810903,Real Estate,CPT,FY,0.05950631371434661,0.0708157750176044,0.001486702274103849,0.001486702274103849,-0.20513995377299896,-0.23831775700934588,-0.2347417840375587,0.04053596214166275,0.03081662433118954,0.02006929641592312,0.15895558786718691,0.06599542671682526,0.1341783977947588,0.10827156678290101,0.0006069193703801467,0.34793373166267705,0.14125150510664677,0.11411380328356192,0.5126326884132419,-0.574857764268526,-0.4138157794437256,0.3836339535949057,0.1250827725277761,0.087385494005517,0.0038974707902412003,0.24022367510657328,0.10200453832213124,-0.046509692986105335,0,0.007424663267758904,-0.07165651824229015,0.05306092085722658,0,0.002925652835708779
2019,98.25960139224404,0.20837121860810903,-0.14902777644339138,Real Estate,CPT,FY,0.07748099800420113,0.08636859736888314,0.1341332408519565,0.1341332408519565,0.40668554006968644,0.36809815950920255,0.36196319018404927,0.03415679354676077,0.04213241616509028,0.029427575154178147,0.10292865267683976,0.024370835265055322,0.25005340672722454,0.09016917594047127,0.0676118741389997,0.6164590738589225,0.18760651328804442,0.14089488992368945,4.17572596455738,-0.3273334767885336,-0.7562700226824648,0.5016907360666829,0.1257215167487149,0.06776001177699442,0.3159609013938801,0.2000133603190445,-0.564883332370013,-0.04742582897033159,0,0.08504070849731798,0.04302416534653275,0.08723513682084928,0,0.048605499162313985
2020,83.61619148254394,-0.14902777644339138,0.7150968283106718,Real Estate,CPT,FY,0.014950493990535373,-0.016177414370944356,-0.17261400885295664,-0.17261400885295664,-0.4358013504960774,-0.4439461883408072,-0.4414414414414415,0.009394678041844403,0.0005433470176285922,0.040990435496560805,-0.06529552895354007,-0.37805578259782896,0.40004954634620815,0.04826378219455628,0.06672760453693204,0.6001854580876375,0.10028171180640759,0.09997810017305467,1.8309148549787175,-0.5543275491383091,-0.41921520403090207,0.41015119783598003,0.06670633774140777,-0.08931112190572427,0.6967757604894836,0.1809347976447465,0.09313100468777327,-0.07671872853020657,0,0.06674783033395253,-0.05948230721851331,0.25455657642588503,0,0.007950978365068325
2021,143.4098648071289,0.7150968283106718,-0.13834060156074335,Real Estate,CPT,FY,0.09555898095200688,0.12056579947685131,0.06900856804179005,0.06900856804179005,1.4526232537869923,1.3951612903225807,1.3870967741935483,0.026301755798158674,0.0341016512801947,0.002662882931090661,0.11196971418338247,0.6156160396211661,0.542019207721686,0.14592959455436078,0.11832432318279021,0.6823964504422345,0.14466085571225404,0.07002081607834888,2.844999036492986,-0.6744364695307349,0.8169268182887577,0.7024195931191661,0.19227920802303147,0.16465873613177875,0.6072443855577038,-0.5458415517521976,0.07447786972180578,-0.07411449548566326,0,0.10804794920149488,0.18723679641575872,0.001181699759207358,0,0.10711621661942414
2022,123.57045783996583,-0.13834060156074335,,Real Estate,CPT,FY,0.244119151615315,0.2843828606747064,0.12731994839406025,0.12731994839406025,1.150700707782315,1.0437710437710437,1.0405405405405406,0.05496132315022696,0.054060624920985324,0.09651785060089137,0.2896182812178012,0.9850423184742493,0.5216696041294859,0.34288759786780004,0.26581424223730743,0.7879362534467503,0.45688935061084796,0.22646692140335856,0.77768690487531,1.8295309488401708,1.723141705185265,0.5146326889488683,0.21755180148145944,0.25743164182218076,0.6344024712270705,0.20182949144996884,0.14450418141278323,-0.28396913844834976,-1,0.16938543152227764,0.12610805895633903,0.16103687680322185,0,0.01760207519202264
2018,34.20223366586786,-0.12738290746900405,0.204034933570737,Consumer Defensive,CPB,FY,0.10076045627376426,-0.07943772474664923,-0.3182651191203421,-0.3182651191203421,-0.705749718151071,-0.7010309278350515,-0.7024221453287198,-0.013114754098360656,-0.016286644951140065,0.02776459420977691,0.010844306738962044,-0.05771248688352571,0.3456457968312677,0.12519866713538094,0.11388171573596556,1.1111742407813814,0.33597853409798545,0.1444086547380138,-0.7223760569204226,-0.40551872216338547,-0.6084830593631455,0.2909144530875836,0.1769096165343132,0.03128701430015888,0.6045602803219258,0.21089556157042363,0.12073123429515827,0.2975206611570248,0.32926829268292684,0.8805332643023557,-0.15012471156012228,1.7980769230769231,0.12244897959183673,0.19233716475095786
2019,41.18068413985403,0.204034933570737,0.04464633304580645,Consumer Defensive,CPB,FY,-0.06655152561888313,-0.04367897727272727,-0.492831541218638,-0.492831541218638,0.8160919540229885,0.8045977011494254,0.8255813953488373,0,0,-0.007042253521126729,0.07126436781609195,0.1291759465478842,0.2497510276405304,0.02287569093185592,0.04540490372292503,0.4021187237510186,0.6222232898126009,-0.01903202585139983,-0.246858298425538,-0.3955112948687748,-0.13570513917492308,0.771822861523858,-0.287530728325602,-0.25749795762758027,0.4133459895586142,0.1285654807929238,0.11344237158190637,-0.26878980891719745,-0.28023352793994993,-0.09505127675683117,-0.1966496722505463,-0.14352132605619566,-0.17272727272727273,-0.06683804627249357
2020,43.01925067901611,0.04464633304580645,-0.056212835510275005,Consumer Defensive,CPB,FY,0.07203651165659307,0.1136279242480505,1.3780918727915195,1.3780918727915195,0.2489451476793249,0.24840764331210183,0.24203821656050947,0.0033222591362126247,0.006622516556291391,0.003757456202151221,-0.001430615164520744,0.08185404339250493,0.2746963960948202,0.11096033864806265,0.11246317326819923,0.48690220353743885,0.2201566544525499,0.09207401213700563,-0.21031982674743419,-0.11490209984569828,-0.32595175343631705,2.1233819175260678,0.9232363950475092,0.5849235598959492,0.3139798602921166,0.1170202037180221,0.02436140018921485,0.0017421602787456446,0.009269988412514484,-0.05902038332826286,1.32139018810829,-0.4106679254189285,0.02197802197802198,0.08057851239669421
2021,40.60101661682129,-0.056212835510275005,0.16043813294261033,Consumer Defensive,CPB,FY,-0.0247382349557013,-0.06268756252084028,-0.009658246656760773,-0.009658246656760773,0.6925675675675675,0.6887755102040817,0.6871794871794872,0.0033112582781456954,0.003289473684210526,0.02711538759509754,-0.25859598853868193,-0.3072014585232452,0.18142152341934537,0.08577334306725479,-0.03050629760730831,-0.024899863016074015,-0.27854063601848905,-0.21213155798338457,0.3392042309821043,0.8149939327858184,2.813739994689124,2.1189453504173943,1.1091511118324944,1.2819967357260122,0.24953288979691632,0.1479309469408479,0.02371434326531256,0.034782608695652174,0.0711825487944891,-0.05156805690268348,0.22366319932888573,0.0032038446135362435,-0.0967741935483871,-0.09815168897386871
2022,47.114967918396,0.16043813294261033,,Consumer Defensive,CPB,FY,0.010146295422369042,-0.06545713269299182,-0.10427606901725431,-0.10427606901725431,-0.24451097804391217,-0.24169184290030218,-0.23708206686930097,-0.006600660066006601,-0.009836065573770493,0.034160997131808056,0.14106280193236714,0.2355263157894737,0.1699912966897677,0.0995919811022825,0.05612433699272224,0.11051554342667308,-0.07304852659994693,-0.1552217453505007,0.030024809635410057,-0.1352200668946427,0.5970464135021097,2.908874649460965,1.063098569825282,2.0217588395285584,0.27338719015257446,0.08807941781363705,0.06619385342789594,-0.0907563025210084,0.3354769560557342,0.013465144025907618,0.06377494591058765,-0.027544910179640718,0.03571428571428571,-0.045229681978798585
2018,89.82082085860402,0.2312869703302165,-0.049149655604773024,Financial Services,COF,FY,0.03528022250161923,0.03528022250161923,0,0,2.0348133198789102,2.3806818181818183,2.3868194842406876,-0.008880627839735646,-0.01125665165779779,0.0022016149696259036,-0.08489634748272458,-0.08052263749620177,0.5336069308270284,0.5372750493401622,0.3546127514588234,1.9215956309227153,0.570202801665411,0.44682235546052124,103.53198765149206,0.7470255710181665,0.6767521011321801,0.5222983043116032,0.49513407554004435,0.23366059523123106,0.4322432415110019,1.0622738015595354,0.20316903803966685,0.05078125,0,0.0187178863144769,0.06979182466146695,0.07542111750205423,0,0.04745026297736108
2019,85.40615844726562,-0.049149655604773024,-0.20542669895436594,Financial Services,COF,FY,0.052257755860596916,0.052257755860596916,0,0,-0.07797173732335827,-0.06722689075630257,-0.06514382402707272,-0.025630339654094603,-0.027323535499896502,0.02333833571502736,0.2820927723840345,0.30138797091870456,1.1142010723804776,0.6050283814176389,0.2525899046947141,4.72507257052,1.1536173675864092,0.5153742363451235,5.039113833972407,0.5082845342995773,0.5964806875566003,1.0996149792108891,0.5505924378733329,0.3183163150724871,2.1239215008958956,0.6707541447170765,0.0892406915492322,0.08921933085501858,0,0.047852836489163525,0.15229837248715603,-0.47104667488037594,0,-0.05447003602226831
2020,67.86145324707032,-0.20542669895436594,1.2752723284750744,Financial Services,COF,FY,-0.0024481516455076417,-0.0024481516455076417,-0.4759535655058043,-0.4759535655058043,-0.5106382978723404,-0.5324324324324324,-0.5312217194570137,-0.020958083832335328,-0.023409236007661205,-0.2697188612625389,0.003605985936654847,0.015045708481462671,0.7349017215598105,0.4905540681614066,0.14938235966903987,1.0254339503949073,0.9515193736790468,0.24538026808575214,-0.022891582959412016,-0.20691811077132183,0.44828885923508155,1.2400967903315148,0.5068650178620075,0.3067061420365623,7.030619446084714,-0.10084207750127162,-0.25102999366640116,-0.1632536973833902,0,0.08001998129955298,0.0600191453724611,-0.2800859469512305,0,-0.028515354421611638
2021,154.40328674316407,1.2752723284750744,-0.3603137133332631,Financial Services,COF,FY,0.06703362198927182,0.06703362198927182,2.2998417721518987,2.2998417721518987,3.5652173913043477,4.2100192678227355,4.200772200772201,-0.033420707732634336,-0.03203312268468076,0.9880641319285387,-0.26283010958740044,-0.273750703608731,0.9220328584797752,0.4089115079299589,0.21471163736186277,0.6997518065075955,0.18470973718520559,0.02869767437810887,3.052748649507467,2.7689149560117303,1.2339484621778887,1.1176411505724182,0.46557064001832116,0.281008695674994,15.085453529521326,0.5814094558429972,0.48572940139120213,-0.007477906186267845,0,0.025566766761068498,0.04875349236325297,0.06006872162724788,0,0.22305407011289363
2022,98.76966514587403,-0.3603137133332631,,Financial Services,COF,FY,0.1253491046492525,0.1253491046492525,-0.35924238791656676,-0.35924238791656676,-0.4059725585149314,-0.35576923076923067,-0.35597624350408313,-0.04519774011299435,-0.04479963980189104,-0.13237460365016346,0.12177091795288383,0.10876679297278677,1.3050535297103913,0.4954743771223896,0.3257103313034163,1.0241728124142795,0.1158936863880291,-0.08149230918591141,1.779194882674684,3.255712059422375,0.4687427582542565,0.7242743052608063,0.23662710479310584,0.003170004790970604,11.41618859772706,0.29189456697149024,0.2596582339993713,0.4410958904109589,0,0.05288854043077749,-0.0976242645726384,0.13168977428666068,0,0.2089001165954139
2018,44.79319301404451,-0.19021030854415955,-0.07808599441543318,Healthcare,CAH,FY,0.05257124392195482,0.09734107579462102,-0.125,-0.125,-0.8012422360248447,-0.7980295566502463,-0.7990074441687345,-0.012618296529968454,-0.015625,0.019800554814203692,1.337837837837838,1.9912170639899625,0.7187730504798394,0.47436028995412427,0.41531536491901183,1.0949169774891485,0.7461590118231212,0.1559155744509571,-0.7747434337260906,-0.16496719022019862,-0.7765103406565955,-0.10500499491230299,0.1047730827328992,0.027301586004592114,2.8411415219184835,0.7931287277466536,0.3397138491457148,-0.030815109343936383,0.0891071586585258,-0.0040137614678899085,-0.09864404966155219,-0.13294853294853295,0,0.21748344370860928
2019,41.29547199450041,-0.07808599441543318,0.05750796069292341,Healthcare,CAH,FY,0.06377504403950032,-0.048321960729703385,0.1105121293800539,0.1105121293800539,4.32421875,4.548780487804878,4.592592592592593,-0.04153354632587859,-0.044444444444444446,0.036150315547905904,-0.016618497109826588,0.0041946308724832215,0.7432654422966386,0.8161658103142886,0.30511954321820556,1.0701997065016273,0.2258346539883784,-0.0013530797711206572,0.4108162556443207,0.3287106918238992,0.041114225648213036,-0.1351725560764266,0.12405874082174677,0.0527464144034179,2.4320558882235526,0.5803775100401606,0.22837890624999999,0.08307692307692308,0.04176145596360091,0.025331030512377662,0.08999834956263421,-0.10895373349606124,0,-0.025239338555265448
2020,43.67029037475586,0.05750796069292341,0.13182191437898605,Healthcare,CAH,FY,0.05076476974452705,0.004975124378109453,-0.13932038834951457,-0.13932038834951457,-3.709464416727806,-3.769230769230769,-3.7814569536423837,-0.023333333333333334,-0.026578073089700997,0.009694725572426531,-0.2799412196914034,-0.3379281537176274,0.9011054532349119,0.6899942989022918,0.2729121847855977,0.12467261258872471,-0.12563489290801108,0.7910017526058483,-8.041964322725955,-4.444082079804492,-4.10209494838149,-0.5840800032447174,-0.6754274940425792,-0.7152195971011819,1.7529919105481115,0.4016026116634517,0.0669107600215307,-0.021780303030303032,0.029324598346591794,-0.004809218074848034,-0.7101402390696019,-0.15639397335325614,0,0.020535714285714286
2021,49.426991653442386,0.13182191437898605,0.35305777400001404,Healthcare,CAH,FY,0.06241744157152012,-0.013104251601630751,0.03835307388606881,0.03835307388606881,1.165448145139453,1.165873015873016,1.1650793650793652,-0.0034129692832764505,0.0034129692832764505,0.010478609432554076,0.2392857142857143,0.2801261829652997,0.8896234867229752,0.49688829123603684,0.27295185658798166,1.0793250482781924,-0.0844337730481411,-0.05936114300419665,-0.23938106189381061,-0.5205071469026888,1.5583663313356166,-0.6338027740159337,-0.6934644115692185,-0.6826175032273963,1.4947768352267619,0.25328419306506844,0.057158182632683345,0.10152468538238141,0.10577360206091832,0.09044301623902272,0.0045445511252446115,-0.07955719557195572,0,-0.00853018372703412
2022,66.87757530212403,0.35305777400001404,,Healthcare,CAH,FY,0.11631285122517188,-0.034375922100914724,-0.10483432916892993,-0.10483432916892993,-2.525368248772504,-2.598086124401914,-2.605769230769231,-0.04452054794520548,-0.05102040816326531,0.021023725972214496,0.28530259365994237,0.3479546574667324,1.085198897537535,0.5854150520868149,0.3399965215237735,2.2827700972862264,1.9959616874939456,0.23328039945327983,-2.0780852369313094,-1.8221576615686013,-1.7352535125710995,-1.1398159437360942,-1.1178257500136881,-1.1199272962000373,1.3041218637992835,0.10075598044514024,0.04172490262947026,0.16016697791936724,0.07139920515280253,-0.012935010010572965,-1.4118707120109646,-0.14769082745349582,0,0.005294506949040371
2019,85.9547368099815,0.09994276219797471,0.19313378877739473,Consumer Cyclical,KMX,FY,0.061499891736134765,0.06515293540742484,0.047820211168833685,0.047820211168833685,0.26848031657310817,0.32692307692307687,0.33055555555555555,-0.044875725391437644,-0.046544153520897705,0,3.023227808814401,0.624595220555111,2.24921903970097,0.8522189821788193,0.39767543980599573,-0.23199320667774184,1.3406288963509598,2.27531269690796,16.7393537394585,1.1917453468304966,0.574415620478435,1.627548378370256,0.297050789154106,0.3465468068965012,0,0,0,0.04897202991276693,0.05385925593154122,0.070432108113153,0.05966692745574042,0.0840534726132735,0,0
2020,102.55550079345703,0.19313378877739473,0.33107437627595804,Consumer Cyclical,KMX,FY,0.11813543093913531,0.09745621104003038,0.04660532829434342,0.04660532829434342,0.054628786592799496,0.11594202898550716,0.1127348643006263,-0.055180754658580904,-0.05153396556821541,0,-2.451828852986114,-3.0130025059118344,2.6226591899329907,0.8628138737826512,0.4780574216611452,-7.265849989544251,0.6803144491409968,0.4163712183945194,3.2007133492113407,0.9454538340032538,0.6362993721147829,1.5958824034929917,0.5617001838536075,0.4000209289025535,0,0,0,0.3663925634608509,0.12977449488083734,0.12631327063067602,0.18825059143775388,0.15776697397932887,0,0.12124777853231422
2021,136.50899925231934,0.33107437627595804,-0.38342526506297325,Consumer Cyclical,KMX,FY,-0.06741333053018193,-0.12607352498218444,-0.1547902600738107,-0.1547902600738107,-0.15928494326527717,-0.15027829313543592,-0.15196998123827402,-0.010028149190710767,-0.010112696319386164,-0.2976209101491255,3.8222445753700245,1.8851754259439721,1.8910451040832594,0.5581826689482581,0.2390022845821435,54.16746553664368,6.586697760157185,10.27947478493421,1.6852895481307548,0.4924378678962819,0.25892749795336,1.6079829343575422,0.871719029527188,0.472951956011704,0,0,0,0.2510858757653462,0.10916991753840619,0.021788968523277146,0.16979877508549074,-0.020322461192430162,0,-0.02128380102336672
2022,84.16800003051758,-0.38342526506297325,,Consumer Cyclical,KMX,FY,0.6833858140112777,0.3818281931382336,0.7264414823550671,0.7264414823550671,0.5413947161606546,0.5480349344978165,0.5420353982300886,-0.004737013046702169,0.00026039616551506967,-1,-4.817913621660477,-6.679347566888701,3.443009684528595,1.3550681202558188,0.8856359328354345,-56.140599094027934,-5.382587056854911,-17.804544240448514,2.876496325076838,1.1521114391075804,0.4680906833979834,1.7288093254691708,0.9738547855842039,0.6752850389323871,0,0,0,1.3465261220563014,0.6231583521767513,0.22267315973355853,0.20522882132887924,0.24136480619748646,0,0.22457900488472832
2018,60.325109782971836,0.0009857887893529593,-0.2325730298653368,Consumer Cyclical,CCL,FY,0.07829811536264991,0.11171351119988586,0.1836952652189391,0.1836952652189391,0.20951650038372985,0.23268698060941836,0.2367688022284124,-0.019363762102351315,-0.020689655172413793,0.271164668222862,0.042653137918075915,-0.2430613961312027,0.42916467562543725,0.33531384053590785,0.31677941009364685,0.8141084485232002,1.1402787828235224,0.33799848249987197,0.4997076218091128,2.19611881167392,0.966025882366163,0.41887105643654343,0.08805876140222146,0.1268908156867488,0.19124343296620203,0.27245309447990723,0.8198010868663405,0.14743589743589744,0.16279069767441862,0.03980087301976556,0.029305188424070525,0.12267536704730832,0,0.08167770419426049
2019,46.295116223787005,-0.2325730298653368,-0.6493582624590132,Consumer Cyclical,CCL,FY,0.10296064827074837,0.01591375770020534,-0.014736842105263158,-0.014736842105263158,-0.05139593908629442,-0.024719101123595575,-0.02702702702702705,-0.02679830747531735,-0.02535211267605634,0.051802770201615035,-0.013335736168679042,-0.9744444444444444,0.8053182688886612,0.47447618421965043,0.37195458954884014,0.8685439596180367,0.7951578146786664,0.15142443386799007,0.9052141527001861,1.7206040992448761,0.16168885690296256,0.3129477807046102,0.17450736094403393,0.21196830668172567,4.038165789716607,1.0101449275362318,0.5328126622461543,0.24022346368715083,-0.051111111111111114,0.06266361642414094,0.06629532061281874,0.11421098517872712,0,0.012244897959183673
2020,16.232999992370605,-0.6493582624590132,0.46876732768307106,Consumer Cyclical,CCL,FY,-0.7313805522208884,-1.3348913592723597,-3.706043956043956,-3.706043956043956,-4.423411371237458,-4.0437788018433185,-4.05787037037037,0.12318840579710146,0.1199421965317919,-0.5577272832988347,-2.1508675799086756,-216.67391304347825,-0.6068950971933321,-0.6430930298439443,-0.7019611282032386,-2.6780236232447323,-2.389936335569041,-2.104513946976034,-6.261729345379823,-6.840873923660197,-4.664312133290422,-0.09253642705974137,-0.13305939332420497,-0.2081340516001151,1.9559384782904587,-0.15345825426944962,-0.40867495622755734,-0.38513513513513514,-0.2154566744730679,0.18942252208264904,-0.2785105205928921,1.467396974439228,0,-0.24274193548387096
2021,23.842500019073487,0.46876732768307106,-0.5844395538739351,Consumer Cyclical,CCL,FY,-0.6589202717196997,-0.036212749905695965,0.2003384094754653,0.2003384094754653,0.07180539273153576,0.35957607872823616,0.35957607872823616,0.44903225806451613,0.44903225806451613,-1,0.3478812886843358,0.22225582098578772,-0.9153340645581733,-0.9227670841273498,-0.9362001207072671,-1.7646290638127424,-1.5309538734142263,-1.4675067603815244,-4.482381975208366,-3.268074353606764,-2.9030473238379795,-0.6428653363691283,-0.6434476936492765,-0.6863036321004008,-1,-1,-1,-0.0989010989010989,0.0626865671641791,-0.00464612915865878,-0.592242475230432,0.219415081042988,0,0.003727369542066028
2022,9.907999944686889,-0.5844395538739351,,Consumer Cyclical,CCL,FY,5.377882599580713,1.149981798325446,0.38242347298631685,0.38242347298631685,0.3585938322281865,0.39007092198581567,0.39007092198581567,0.05075690115761353,0.05075690115761353,0,0.5935750790946702,0.14333851736651115,-0.4783974885900095,-0.5741810006872586,-0.6583063055730767,-1.3671449805302331,-1.1922639634647354,-1.1783608079869978,-4.095461074403907,-2.43279589474095,-2.191786179921773,-0.805363749113727,-0.8212670709378307,-0.8371518207058305,-1,-1,-1,0.6056910569105691,0.20224719101123595,-0.0307625974805039,-0.4464575643181612,0.03681336145866443,0,0.33421750663129973
2018,42.64263132998818,0.058392439075766855,0.19530740207070907,Healthcare,CTLT,FY,0.18695191288426327,0.14970974641002138,0.15755764304013664,0.15755764304013664,-0.23861566484517305,-0.2727272727272727,-0.27586206896551724,0.0496,0.05130228887134965,0,0.25041736227045075,0.2398246712586099,0.4380568013290996,0.22358240752980876,0.22951070045848285,2.3589213300343106,1.4319858867423438,0.9918972956270053,2.3843811784665765,2.6007833755288035,-0.6400027549079331,0,3.366072962095872,0.5662413612299956,0,0,0,0.1626432078559738,0.11947127605490594,0.31172741221086764,0.4310252920255533,0.3085060345242102,0,0.14903129657228018
2019,50.971052872507194,0.19530740207070907,0.6608544658711295,Healthcare,CTLT,FY,0.022164488105869937,0.06975817167153867,-0.7720398376982663,-0.7720398376982663,0.6435406698564593,0.43750000000000006,0.4285714285714286,0.09908536585365854,0.0960960960960961,0,-0.33858477970627504,-0.8505050505050505,0.3374125794642256,0.1206981059769305,0.1791785858565542,1.021354992501777,0.13008858315124414,0.38039658376744756,3.070163829018339,5.899371687984796,0.06650081165297324,0,4.6851278118872255,1.2886701146975936,0,0,0,0.26060179482667606,0.16802906448683017,0.3647900068416058,0.40793176149349325,0.08745820012494028,0,0.10678772157371379
2020,84.65550079345704,0.6608544658711295,0.6294334018224894,Healthcare,CTLT,FY,0.22887212073073868,0.22133896410383802,1.3268608414239482,1.3268608414239482,0.606259097525473,0.2608695652173912,0.26666666666666655,0.04022191400832178,0.0410958904109589,0,0.7775534921275736,-1.8614864864864864,0.5799600168825347,0.35083520015221037,0.24245125437666631,2.4541347162219997,1.048360447877377,0.2250973845297719,4.1966443303580245,-0.16873822732642157,0.6750151791135399,0,2.6543475603869613,2.3388620133609765,0,0,0,0.16987716359575655,0.25894245723172626,0.257519404915912,0.6571795115762765,0.019835771973101747,0,0.1287109375
